Date,Open,High,Low,Close,Adj Close,Volume
2025-09-22,159.78,162.25,158.29,159.78,159.78,32931189
2025-09-23,161.21,162.25,158.23,161.21,161.21,41853087
2025-09-24,159.73,161.76,157.18,159.73,159.73,45515016
2025-09-25,160.49,162.19,159.86,160.49,160.49,38898827
2025-09-26,159.69,160.49,156.9,159.69,159.69,33000970
2025-09-29,158.5,161.14,158.15,158.5,158.5,32362925
2025-09-30,158.34,160.73,155.89,158.34,158.34,40781302
2025-10-01,156.79,158.77,155.65,156.79,156.79,27355904
2025-10-02,155.96,158.51,153.33,155.96,155.96,14226156
2025-10-03,154.16,156.76,151.56,154.16,154.16,37640477
2025-10-06,157.11,159.24,154.69,157.11,157.11,39754469
2025-10-07,157.16,159.67,154.79,157.16,157.16,34114910
2025-10-08,156.11,158.2,155.2,156.11,156.11,35698550
2025-10-09,156.44,158.48,156.2,156.44,156.44,30729471
2025-10-10,156.27,158.13,155.06,156.27,156.27,12592536
2025-10-13,155.94,158.2,155.42,155.94,155.94,38466841
2025-10-14,156.86,157.34,154.78,156.86,156.86,15504381
2025-10-15,157.99,160.63,156.95,157.99,157.99,27296381
2025-10-16,157.2,159.82,154.27,157.2,157.2,30218082
2025-10-17,156.33,156.42,154.41,156.33,156.33,47432795
2025-10-20,155.92,158.4,153.45,155.92,155.92,38190067
2025-10-21,152.47,152.86,152.07,152.47,152.47,15898885
2025-10-22,150.2,151.21,147.61,150.2,150.2,40570706
2025-10-23,152.25,154.48,149.48,152.25,152.25,17946155
2025-10-24,154.71,155.19,153.25,154.71,154.71,25850872
2025-10-27,154.34,156.79,152.52,154.34,154.34,20384778
2025-10-28,155.2,157.7,152.91,155.2,155.2,49242670
2025-10-29,155.67,157.19,155.15,155.67,155.67,36371947
2025-10-30,160.29,160.31,158.78,160.29,160.29,16703560
2025-10-31,161.97,162.83,160.77,161.97,161.97,28562775
2025-11-03,161.78,163.63,161.34,161.78,161.78,39012949
2025-11-04,160.34,163.28,159.24,160.34,160.34,10533634
2025-11-05,157.93,159.83,157.73,157.93,157.93,30709963
2025-11-06,158.24,159.02,158.16,158.24,158.24,40421467
2025-11-07,157.1,159.0,156.69,157.1,157.1,18102873
2025-11-10,154.97,156.59,152.08,154.97,154.97,48178068
2025-11-11,154.0,156.34,152.35,154.0,154.0,25325339
2025-11-12,152.38,152.7,149.48,152.38,152.38,48888665
2025-11-13,154.91,157.19,153.61,154.91,154.91,39581501
2025-11-14,156.23,157.85,155.29,156.23,156.23,11406368
2025-11-17,156.22,159.11,154.7,156.22,156.22,33618516
2025-11-18,158.44,159.47,157.12,158.44,158.44,15785267
2025-11-19,158.56,160.46,158.24,158.56,158.56,28001960
2025-11-20,157.26,160.06,155.34,157.26,157.26,32747442
2025-11-21,159.55,159.86,158.9,159.55,159.55,26150865
2025-11-24,160.36,163.17,158.5,160.36,160.36,28908234
2025-11-25,158.8,160.86,156.85,158.8,158.8,47043861
2025-11-26,158.52,158.72,158.06,158.52,158.52,25866128
2025-11-27,157.2,158.1,157.02,157.2,157.2,20897034
2025-11-28,155.13,157.25,152.79,155.13,155.13,27071962
2025-12-01,156.52,156.72,155.14,156.52,156.52,49265186
2025-12-02,159.38,161.13,159.21,159.38,159.38,15432019
2025-12-03,157.28,158.32,154.3,157.28,157.28,31130108
2025-12-04,158.13,159.99,157.96,158.13,158.13,28479375
2025-12-05,157.15,157.29,155.06,157.15,157.15,20392034
2025-12-08,156.42,159.03,153.47,156.42,156.42,26394487
2025-12-09,155.53,158.45,154.81,155.53,155.53,40671003
2025-12-10,154.24,157.15,153.81,154.24,154.24,22912550
2025-12-11,154.31,156.56,153.95,154.31,154.31,46204667
2025-12-12,153.06,153.45,152.15,153.06,153.06,41643648
2025-12-15,153.47,155.74,153.17,153.47,153.47,48294471
2025-12-16,153.39,153.46,151.31,153.39,153.39,19693374
2025-12-17,153.04,153.11,152.85,153.04,153.04,38563971
2025-12-18,151.67,152.64,150.14,151.67,151.67,40114233
2025-12-19,150.81,152.28,147.82,150.81,150.81,46230949
2025-12-22,151.94,154.25,149.5,151.94,151.94,14307086
2025-12-23,152.69,154.74,150.84,152.69,152.69,35793044
2025-12-24,151.23,152.57,150.31,151.23,151.23,18329442
2025-12-25,151.38,152.2,149.51,151.38,151.38,40371444
2025-12-26,152.5,155.49,150.92,152.5,152.5,18831924
2025-12-29,150.0,151.28,148.72,150.0,150.0,49722995
2025-12-30,150.81,152.16,150.42,150.81,150.81,13456653
2025-12-31,149.82,150.31,147.16,149.82,149.82,11888806
